artist,score,category
Elinor Proby Adams,0.48967826,digipa-med-impact
Cándido López,0.48915705,digipa-med-impact
D. Howard Hitchcock,0.48902267,digipa-med-impact
Cheng Jiasui,0.48889247,fareast
Jean Nouvel,0.4888183,digipa-med-impact
Bill Gekas,0.48848945,digipa-med-impact
Hermione Hammond,0.48845994,digipa-med-impact
Fernando Gerassi,0.48841453,digipa-med-impact
Frank Barrington Craig,0.4883762,digipa-med-impact
A. B. Jackson,0.4883623,digipa-med-impact
Bernie D’Andrea,0.48813275,digipa-med-impact
Clarice Beckett,0.487809,digipa-med-impact
Dosso Dossi,0.48775777,digipa-med-impact
Donald Roller Wilson,0.48767656,digipa-med-impact
Ernest William Christmas,0.4876317,digipa-med-impact
Aleksandr Gerasimov,0.48736423,digipa-med-impact
Edward Clark,0.48703307,digipa-med-impact
Georg Schrimpf,0.48697302,digipa-med-impact
John Wilhelm,0.48696536,digipa-med-impact
Aries Moross,0.4863676,digipa-med-impact
Bill Lewis,0.48635158,digipa-med-impact
Huang Ji,0.48611963,fareast
F. Scott Hess,0.43634564,fineart
Gao Qipei,0.4860631,fareast
Albert Tucker,0.4854299,digipa-med-impact
Barbara Balmer,0.48528513,fineart
Anne Ryan,0.48511976,digipa-med-impact
Helen Edwards,0.48484707,digipa-med-impact
Alexander Bogen,0.48421195,digipa-med-impact
David Annand,0.48418126,digipa-med-impact
Du Qiong,0.48414314,fareast
Fred Cress,0.4837878,digipa-med-impact
David B. Mattingly,0.48370445,digipa-med-impact
Hristofor Žefarović,0.4837008,digipa-med-impact
Wim Wenders,0.44484183,digipa-low-impact
Alexander Fedosav,0.48360944,digipa-med-impact
Anne Rigney,0.48357943,digipa-med-impact
Bertalan Karlovszky,0.48338628,digipa-med-impact
George Frederick Harris,0.4833259,fineart
Toshiharu Mizutani,0.48315164,fareast
David McClellan,0.39739317,digipa-low-impact
Eugeen Van Mieghem,0.48270774,digipa-med-impact
Alexei Harlamoff,0.48255378,digipa-med-impact
Jeff Legg,0.48249072,digipa-med-impact
Elizabeth Murray,0.48227608,digipa-med-impact
Hugo Heyrman,0.48213717,digipa-med-impact
Adrian Paul Allinson,0.48211843,digipa-med-impact
Altoon Sultan,0.4820177,digipa-med-impact
Alice Mason,0.48188528,fareast
Harriet Powers,0.48181778,digipa-med-impact
Aaron Bohrod,0.48175076,digipa-med-impact
Chris Saunders,0.41429797,digipa-low-impact
Clara Miller Burd,0.47797233,digipa-med-impact
David G. Sorensen,0.38101727,digipa-low-impact
Iwan Baan,0.4806739,digipa-med-impact
Anatoly Metlan,0.48020265,digipa-med-impact
Alfons von Czibulka,0.4801954,digipa-med-impact
Amedee Ozenfant,0.47950014,digipa-med-impact
Valerie Hegarty,0.47947168,digipa-med-impact
Hugo Anton Fisher,0.4793551,digipa-med-impact
Antonio Roybal,0.4792729,digipa-med-impact
Cui Zizhong,0.47902682,fareast
F Scott Hess,0.42582104,fineart
Julien Delval,0.47888556,digipa-med-impact
Marcin Jakubowski,0.4788583,digipa-med-impact
Anne Stokes,0.4786997,digipa-med-impact
David Palumbo,0.47632077,fineart
Hallsteinn Sigurðsson,0.47858906,digipa-med-impact
Mike Campau,0.47850558,digipa-med-impact
Giuseppe Avanzi,0.47846943,digipa-med-impact
Harry Morley,0.47836518,digipa-med-impact
Constance-Anne Parker,0.47832203,digipa-med-impact
Albert Keller,0.47825447,digipa-med-impact
Daniel Chodowiecki,0.47825167,digipa-med-impact
Alasdair Grant Taylor,0.47802624,digipa-med-impact
Maria Pascual Alberich,0.4779718,fineart
Rebeca Saray,0.41697127,digipa-low-impact
Ernő Bánk,0.47753686,digipa-med-impact
Shaddy Safadi,0.47724134,digipa-med-impact
André Castro,0.4771826,digipa-med-impact
Amiet Cuno,0.41975892,digipa-low-impact
Adi Granov,0.40670198,fineart
Allen Williams,0.47675848,digipa-med-impact
Anna Haifisch,0.47672725,digipa-med-impact
Clovis Trouille,0.47669724,digipa-med-impact
Jane Graverol,0.47655866,digipa-med-impact
Conroy Maddox,0.47645602,digipa-med-impact
Božidar Jakac,0.4763106,digipa-med-impact
George Morrison,0.47533786,digipa-med-impact
Douglas Bourgeois,0.47527707,digipa-med-impact
Cao Zhibai,0.47476804,fareast
Bradley Walker Tomlin,0.47462896,digipa-low-impact
Dave Dorman,0.46852386,fineart
Stevan Dohanos,0.47452107,fineart
John Howe,0.44144905,fineart
Fanny McIan,0.47406268,digipa-low-impact
Bholekar Srihari,0.47387534,digipa-low-impact
Giovanni Lanfranco,0.4737344,digipa-low-impact
Fred Marcellino,0.47346023,digipa-low-impact
Clyde Caldwell,0.47305286,fineart
Haukur Halldórsson,0.47275954,digipa-low-impact
Huang Gongwang,0.47269204,fareast
Brothers Grimm,0.47249007,digipa-low-impact
Ollie Hoff,0.47240657,digipa-low-impact
RHADS,0.4722166,digipa-low-impact
Constance Gordon-Cumming,0.47219282,digipa-low-impact
Anne Mccaffrey,0.4719924,digipa-low-impact
Henry Heerup,0.47190166,digipa-low-impact
Adrian Smith,0.4716923,digipa-high-impact
Harold Elliott,0.4714101,digipa-low-impact
Eric Peterson,0.47106332,digipa-low-impact
David Garner,0.47106326,digipa-low-impact
Edward Hicks,0.4708863,digipa-low-impact
Alfred Krupa,0.47052455,digipa-low-impact
Breyten Breytenbach,0.4699338,digipa-low-impact
Douglas Shuler,0.4695691,digipa-low-impact
Elaine Hamilton,0.46941522,digipa-low-impact
Kapwani Kiwanga,0.46917036,digipa-low-impact
Dan Scott,0.46897763,digipa-low-impact
Allan Brooks,0.46882123,digipa-low-impact
Ian Fairweather,0.46878594,digipa-low-impact
Arlington Nelson Lindenmuth,0.4683814,digipa-low-impact
Russell Ayto,0.4681503,digipa-low-impact
Allan Linder,0.46812692,digipa-low-impact
Bohumil Kubista,0.4679809,digipa-low-impact
Christopher Jin Baron,0.4677839,digipa-low-impact
Eero Snellman,0.46777654,digipa-low-impact
Christabel Dennison,0.4677633,digipa-low-impact
Amelia Peláez,0.46764764,digipa-low-impact
James Gurney,0.46740666,digipa-low-impact
Carles Delclaux Is,0.46734855,digipa-low-impact
George Papazov,0.42420334,digipa-low-impact
Mark Brooks,0.4672415,fineart
Anne Dunn,0.46722376,digipa-low-impact
Klaus Wittmann,0.4670704,fineart
Arvid Nyholm,0.46697336,digipa-low-impact
Georg Scholz,0.46674117,digipa-low-impact
David Spriggs,0.46671993,digipa-low-impact
Ernest Morgan,0.4665036,digipa-low-impact
Ella Guru,0.46619284,digipa-low-impact
Helen Berman,0.46614346,digipa-low-impact
Gen Paul,0.4658785,digipa-low-impact
Auseklis Ozols,0.46569023,digipa-low-impact
Amelia Robertson Hill,0.4654411,fineart
Jim Lee,0.46544096,digipa-low-impact
Anson Maddocks,0.46539295,digipa-low-impact
Chen Hong,0.46516004,fareast
Haddon Sundblom,0.46490777,digipa-low-impact
Eva Švankmajerová,0.46454152,digipa-low-impact
Antonio Cavallucci,0.4645282,digipa-low-impact
Herve Groussin,0.40050638,digipa-low-impact
Gwen Barnard,0.46400994,digipa-low-impact
Grace English,0.4638674,digipa-low-impact
Carl Critchlow,0.4636,digipa-low-impact
Ayshia Taşkın,0.463412,digipa-low-impact
Alison Watt,0.43141022,digipa-low-impact
Andre de Krayewski,0.4628024,digipa-low-impact
Hamish MacDonald,0.462645,digipa-low-impact
Ni Chuanjing,0.46254826,fareast
Frank Mason,0.46254665,digipa-low-impact
Steve Henderson,0.43113405,fineart
Eileen Aldridge,0.46210572,digipa-low-impact
Brad Rigney,0.28446302,digipa-low-impact
Ching Yeh,0.46177,fareast
Bertram Brooker,0.46176457,digipa-low-impact
Henry Bright,0.46150023,digipa-low-impact
Claire Dalby,0.46117848,digipa-low-impact
Brian Despain,0.41538632,digipa-low-impact
Anna Maria Barbara Abesch,0.4611045,digipa-low-impact
Bernardo Daddi,0.46088326,digipa-low-impact
Abraham Mintchine,0.46088243,digipa-high-impact
Alexander Carse,0.46078917,digipa-low-impact
Doc Hammer,0.46075988,digipa-low-impact
Yuumei,0.46072406,digipa-low-impact
Teophilus Tetteh,0.46064255,n
Bess Hamiti,0.46062252,digipa-low-impact
Ceferí Olivé,0.46058378,digipa-low-impact
Enrique Grau,0.46046937,digipa-low-impact
Eleanor Hughes,0.46007007,digipa-low-impact
Elizabeth Charleston,0.46001568,digipa-low-impact
Félix Ziem,0.45987016,digipa-low-impact
Eugeniusz Zak,0.45985222,digipa-low-impact
Dain Yoon,0.45977795,fareast
Gong Xian,0.4595083,digipa-low-impact
Flavia Blois,0.45950204,digipa-low-impact
Frederik Vermehren,0.45949826,digipa-low-impact
Gang Se-hwang,0.45937777,digipa-low-impact
Bjørn Wiinblad,0.45934483,digipa-low-impact
Alex Horley-Orlandelli,0.42623433,digipa-low-impact
Dr. Atl,0.459287,digipa-low-impact
Hu Jieqing,0.45889485,fareast
Amédée Ozenfant,0.4585215,digipa-low-impact
Warren Ellis,0.4584044,digipa-low-impact
Helen Dahm,0.45804346,digipa-low-impact
Anne Geddes,0.45785287,digipa-low-impact
Bikash Bhattacharjee,0.45775396,digipa-low-impact
Phil Foglio,0.457582,digipa-low-impact
Evelyn Abelson,0.4574563,digipa-low-impact
Alan Moore,0.4573369,digipa-low-impact
Josh Kao,0.45725146,fareast
Bertil Nilsson,0.45724383,digipa-low-impact
Hristofor Zhefarovich,0.457089,fineart
Edward Bailey,0.45659882,digipa-low-impact
Christopher Moeller,0.45648077,digipa-low-impact
Dóra Keresztes,0.4558745,fineart
Cory Arcangel,0.4558071,digipa-low-impact
Aleksander Kobzdej,0.45552525,digipa-low-impact
Tim Burton,0.45541722,digipa-high-impact
Chen Jiru,0.4553378,fareast
George Passantino,0.4552104,digipa-low-impact
Fuller Potter,0.4552072,digipa-low-impact
Warwick Globe,0.45516664,digipa-low-impact
Heinz Anger,0.45466962,digipa-low-impact
Elias Goldberg,0.45416242,digipa-low-impact
tokyogenso,0.45406622,fareast
Zeen Chin,0.45404464,digipa-low-impact
Albert Koetsier,0.45385844,fineart
Giuseppe Camuncoli,0.45377725,digipa-low-impact
Elsie Vera Cole,0.45377362,digipa-low-impact
Andreas Franke,0.4300047,digipa-low-impact
Constantine Andreou,0.4533816,digipa-low-impact
Elisabeth Collins,0.45337808,digipa-low-impact
Ted Nasmith,0.45302224,fineart
Antônio Parreiras,0.45269623,digipa-low-impact
Gwilym Prichard,0.45256525,digipa-low-impact
Fang Congyi,0.45240825,fareast
Huang Ding,0.45233482,fareast
Hans von Bartels,0.45200723,digipa-low-impact
Peter Elson,0.4121406,fineart
Fan Kuan,0.4513034,digipa-low-impact
Dean Roger,0.45112592,digipa-low-impact
Bernat Sanjuan,0.45074993,fareast
Fletcher Martin,0.45055175,digipa-low-impact
Gentile Tondino,0.45043385,digipa-low-impact
Ei-Q,0.45038772,digipa-low-impact
Chen Lin,0.45035738,fareast
Ted Wallace,0.4500007,digipa-low-impact
"Cornelisz Hendriksz Vroom, the Younger",0.4499252,digipa-low-impact
Alpo Jaakola,0.44981295,digipa-low-impact
Clark Voorhees,0.4495309,digipa-low-impact
Cleve Gray,0.449188,digipa-low-impact
Wolf Kahn,0.4489858,digipa-low-impact
Choi Buk,0.44892842,fareast
Frank Tinsley,0.4480373,digipa-low-impact
George Bell,0.44779524,digipa-low-impact
Fiona Stephenson,0.44761062,fineart
Carlos Trillo Name,0.4470371,digipa-low-impact
Jamie McKelvie,0.44696707,digipa-low-impact
Dennis Flanders,0.44673377,digipa-low-impact
Dulah Marie Evans,0.44662604,digipa-low-impact
Hans Schwarz,0.4463275,digipa-low-impact
Steve McCurry,0.44620228,digipa-low-impact
Bedwyr Williams,0.44616276,digipa-low-impact
Anton Graff,0.38569996,digipa-low-impact
Leticia Gillett,0.44578317,digipa-low-impact
Rafał Olbiński,0.44561762,digipa-low-impact
Artgerm,0.44555497,fineart
Adrienn Henczné Deák,0.445518,digipa-low-impact
Gu Hongzhong,0.4454906,fareast
Matt Groening,0.44518438,digipa-low-impact
Sue Bryce,0.4447164,digipa-low-impact
Armin Baumgarten,0.444061,digipa-low-impact
Araceli Gilbert,0.44399196,digipa-low-impact
Carey Morris,0.44388965,digipa-low-impact
Ignat Bednarik,0.4438085,digipa-low-impact
Frank Buchser,0.44373792,digipa-low-impact
Ben Zoeller,0.44368798,digipa-low-impact
Adam Szentpétery,0.4434548,fineart
Gene Davis,0.44343877,digipa-low-impact
Fei Danxu,0.4433627,fareast
Andrei Kolkoutine,0.44328922,digipa-low-impact
Bruce Onobrakpeya,0.42588046,n
Christoph Amberger,0.38912287,digipa-low-impact
"Fred Mitchell,",0.4432277,digipa-low-impact
Klaus Burgle,0.44295216,digipa-low-impact
Carl Hoppe,0.44270635,digipa-low-impact
Caroline Gotch,0.44263047,digipa-low-impact
Hans Mertens,0.44260004,digipa-low-impact
Mandy Disher,0.44219893,fineart
Sarah Lucas,0.4420507,digipa-low-impact
Sydney Edmunds,0.44198513,digipa-low-impact
Amos Ferguson,0.4418735,digipa-low-impact
Alton Tobey,0.4416385,digipa-low-impact
Clifford Ross,0.44139367,digipa-low-impact
Henric Trenk,0.4412782,digipa-low-impact
Claire Hummel,0.44119984,digipa-low-impact
Norman Foster,0.4411899,digipa-low-impact
Carmen Saldana,0.44076762,digipa-low-impact
Michael Whelan,0.4372847,digipa-low-impact
Carlos Berlanga,0.440354,digipa-low-impact
Gilles Beloeil,0.43997732,digipa-low-impact
Ashley Wood,0.4398396,digipa-low-impact
David Allan,0.43969798,digipa-low-impact
Mark Lovett,0.43922082,digipa-low-impact
Jed Henry,0.43882954,digipa-low-impact
Adam Bruce Thomson,0.43847767,digipa-low-impact
Horst Antes,0.4384303,digipa-low-impact
Fritz Glarner,0.43787453,digipa-low-impact
Harold McCauley,0.43760818,digipa-low-impact
Estuardo Maldonado,0.437594,digipa-low-impact
Dai Jin,0.4375449,fareast
Fabien Charuau,0.43688047,digipa-low-impact
Chica Macnab,0.4365166,digipa-low-impact
Jim Burns,0.3975072,digipa-low-impact
Santiago Calatrava,0.43651623,digipa-low-impact
Robert Maguire,0.40926617,digipa-low-impact
Cliff Childs,0.43611953,digipa-low-impact
Charles Martin,0.43582463,fareast
Elbridge Ayer Burbank,0.43572164,digipa-low-impact
Anita Kunz,0.4356005,digipa-low-impact
Colin Geller,0.43559563,digipa-low-impact
Allen Tupper True,0.43556124,digipa-low-impact
Jef Wu,0.43555313,digipa-low-impact
Jon McCoy,0.4147122,digipa-low-impact
Cedric Seaut,0.43521535,digipa-low-impact
Emily Shanks,0.43519047,digipa-low-impact
Andrew Whem,0.43512022,digipa-low-impact
Ibrahim Kodra,0.43471518,digipa-low-impact
Harrington Mann,0.4345901,digipa-low-impact
Jerry Siegel,0.43458986,digipa-low-impact
Howard Kanovitz,0.4345178,digipa-low-impact
Cicely Hey,0.43449926,digipa-low-impact
Ben Thompson,0.43436068,digipa-low-impact
Joe Bowler,0.43413073,digipa-low-impact
Lori Earley,0.43389612,digipa-low-impact
Arent Arentsz,0.43373522,digipa-low-impact
David Bailly,0.43371305,digipa-low-impact
Hans Arnold,0.4335214,digipa-low-impact
Constance Copeman,0.4334836,digipa-low-impact
Brent Heighton,0.4333118,fineart
Eric Taylor,0.43312082,digipa-low-impact
Aleksander Gine,0.4326849,digipa-low-impact
Alexander Johnston,0.4326589,digipa-low-impact
David Park,0.43235332,digipa-low-impact
Balázs Diószegi,0.432244,digipa-low-impact
Ed Binkley,0.43222216,digipa-low-impact
Eric Dinyer,0.4321258,digipa-low-impact
Susan Luo,0.43198025,fareast
Cedric Seaut (Keos Masons),0.4317356,digipa-low-impact
Lorena Alvarez Gómez,0.431683,digipa-low-impact
Fred Ludekens,0.431662,digipa-low-impact
David Begbie,0.4316218,digipa-low-impact
Ai Xuan,0.43150818,fareast
Felix-Kelly,0.43132153,digipa-low-impact
Antonín Chittussi,0.431248,digipa-low-impact
Ammi Phillips,0.43095884,digipa-low-impact
Elke Vogelsang,0.43092483,digipa-low-impact
Fathi Hassan,0.43090487,digipa-low-impact
Angela Sung,0.391746,fareast
Clément Serveau,0.43050706,digipa-low-impact
Dong Yuan,0.4303865,fareast
Hew Lorimer,0.43035403,digipa-low-impact
David Finch,0.29487437,digipa-low-impact
Bill Durgin,0.4300932,digipa-low-impact
Alexander Robertson,0.4300743,digipa-low-impact
